id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
amh_train_track_a_01482,"It would be good if it was ordinary, at least some of it would be prepared! They are killing us in all four directions so that we don&#39;t have rest everywhere!",1,0,0,0,0,0
amh_train_track_a_01483,The prank that used to be on the side of the road as a single is now being worshiped on the stage.,0,1,0,1,0,0
amh_train_track_a_01484,You are a hypocrite who sprays poison of hate every day to lure the poor leader from Tigre Oromo. Prosperity is created by idiots like you.,1,1,0,0,0,0
amh_train_track_a_01485,Are they saying that Abush is still crying today? ?,0,0,0,0,1,0
amh_train_track_a_01486,"Muslim is not afraid of death, victory for Palestine",1,0,0,0,0,0
amh_train_track_a_01487,I was surprised that there was not even one Ethiopian flag when a project of this size was inaugurated,0,0,0,0,0,1
amh_train_track_a_01488,The Oromo Galas are said to be a threat to Ethiopia because they are animals with the characteristics of mahim group and altog.,0,1,0,0,0,0
amh_train_track_a_01489,She saved the land of Addis Ababa and Oromia. Abebe and Shimeles were holding hands and they suddenly appeared on Zenala for a very short time.,0,1,0,0,0,0
amh_train_track_a_01490,"Do you understand, or do you just like your silence? If your head suddenly gets wet.",1,1,0,0,0,0
amh_train_track_a_01491,"Abiy is confused as to why they refuse to mention the death of Girman, the death of Girman&#39;s escort or even their names.",1,0,0,0,1,0
amh_train_track_a_01492,"Do you know Gech Gech Unity? For 5 years, they have been choosing ethnic groups, killing you, destroying houses, destroying countries, and fighting wars 🤔",1,1,0,0,0,0
amh_train_track_a_01493,Ambassador Rdwan Hussain&#39;s guttural analysis of how happy he looked.,0,0,0,1,0,0
amh_train_track_a_01494,"God can&#39;t destroy the angel of Satan that he has created. The Oromo are an amazing people. They have gone through all this violence and have glorified the Oromo language, culture, and time.",1,0,0,0,0,0
amh_train_track_a_01495,"When OMN wanted to attack the Amhara and the Amhara people and even the big people of Ethiopia because of narrow Oromo hatred, they used to call Hachalu and used him. On the other hand, when they wanted to insult the Oromos, they called and used Iskander. It was his job to sing, pull a gun, threaten, etc",1,1,0,0,0,0
amh_train_track_a_01496,"It&#39;s really, really sad!",0,0,0,0,1,0
amh_train_track_a_01497,The former CIA member was sentenced to 40 years in prison,0,0,0,0,0,0
amh_train_track_a_01498,"Children, the story we are learning today is about Isaiah, the Ertria, Amhara community, demons, Orthodox, Ethiopia.",0,1,0,0,0,0
amh_train_track_a_01499,Gash Abiy Ahmed has done a good thing by eating this toy called the port. He is doing a good thing to call himself a hero and he is working to change the agenda of the brutality and looting he is doing in the country.,1,1,0,0,0,0
amh_train_track_a_01500,"Isn&#39;t it hard to go from prank to money hist??? 😂😂😂 What is setekacew, my band will make you a millionaire??? 😂😂😂",0,0,0,0,0,0
amh_train_track_a_01501,"Darje, you separate me. Personally, I love you from the bottom of my heart. Unfortunately, this country is eating its children and becoming barren.",0,0,0,1,0,0
amh_train_track_a_01502,This is good news son Nathaniel,0,0,0,1,0,0
amh_train_track_a_01503,Ilan Field announced a &#39;Neuralink chip&#39; implanted in the human brain,0,0,0,0,0,0
amh_train_track_a_01504,Only you know what is best if you are afraid and fight for death,1,0,0,0,0,0
amh_train_track_a_01505,It is foolish to say that the city is going to stabilize after property has been removed from the cloud of human life. Ethiopia is a country that does not tire of robbery and murder.,1,0,0,0,0,0
amh_train_track_a_01506,"Say thank you, O hyena, for waking up without being eaten. No, I don&#39;t hate raising a human being. That&#39;s why they raised you. Why are you married? Why don&#39;t you live? You&#39;re just a mother. A carrion-eating beast is going to eat you. She threw you there to let you know that you&#39;re a bastard.",0,1,0,0,0,0
amh_train_track_a_01507,Remove this dirty Eritrean from the media,0,1,0,0,0,0
amh_train_track_a_01508,"Let the sad news be shared! When the members of the Amhara Liyo force, who were on their way to Debreberhan by bus from Dese, arrived in Jawaha, suddenly the Oromo government",0,0,0,0,1,0
amh_train_track_a_01509,America&#39;s speech is usually the opposite. It is accepting dangerous weapons that destroy human beings.,1,1,0,0,0,0
amh_train_track_a_01510,"Saint Gabriel, my father, please help me, relieve me of my anxiety, and hear my prayers",0,0,1,0,1,0
amh_train_track_a_01511,La Liga launches investigation after Bellingham allegedly insulted Greenwood as &#39;coward&#39;,0,0,0,0,0,0
amh_train_track_a_01512,"I may not have any morals to oppose the fathers, but here, Abbotach, as their guardian, when our brothers come out to celebrate Baal and are slaughtered in public, they do not say anything, they oppose what they say.",1,0,0,0,1,0
amh_train_track_a_01513,The Ethiopian Orthodox Church asked Abune Petros to be allowed to enter the country,0,0,0,0,0,0
amh_train_track_a_01514,Hamas announced that 241 people were killed in Gaza in 24 hours,0,0,0,0,1,0
amh_train_track_a_01515,Wachemo University also said they have a surprise.,0,0,0,1,0,0
amh_train_track_a_01516,BBC investigation exposes celebrity pastor TB Joshua&#39;s abuse and torture of parishioners,0,0,0,0,0,0
amh_train_track_a_01517,Which Oromo Orthodox have you seen mourning the death of an Amhara? They are the ones who penetrate our weak side and give us to the enemy.,1,1,0,0,0,0
amh_train_track_a_01518,"If there is anyone who survives beggars and usurpers, one gluttonous usurer is you. Tell me, you short memory sufferers.",0,1,0,0,0,0
amh_train_track_a_01519,It makes me wonder how we came to live in the same country. There are still beasts who kill Amhara and drink their blood in buckets.,1,1,0,0,1,0
amh_train_track_a_01520,"Mr. Takele says that it is very interesting that the Geological Survey is a concern. Although he does not like the fact that the hydrogeology department is partially turning to water resources, there is no information from the field.",0,0,1,1,0,0
amh_train_track_a_01521,"It is true that they would not respond. But now I&#39;m back. It would have been good if they had given the client an adequate explanation, but I still need to explain the matter.",0,0,0,0,0,0
amh_train_track_a_01522,"The Alfashka issue is an old conflict, two years old",0,0,0,0,0,0
amh_train_track_a_01523,&quot;Ethiopia has no desire to fight with Somalia&quot; Prime Minister Abiy,0,0,0,0,0,0
amh_train_track_a_01524,"Journalist Mesai Officer Lucifer Abiy is being interviewed soon, so I thought he had just listened to the next speech he gave 3 years ago today, so he got emotional! Thirsty at",0,1,0,0,0,0
amh_train_track_a_01525,It was announced that the Japanese who was wanted for 50 years on suspicion of bombing has not been found,0,0,0,0,0,0
amh_train_track_a_01526,Amara in Tigray from Ltamara advises Dr. Abiy always fights with the people of Ethiopia.,1,1,0,0,0,0
amh_train_track_a_01527,"Go crazy without knowing the meaning of a stupid prank, pranks are for fun and shouldn&#39;t be a manifestation of stupidity that can ruin a marriage like this, know that I don&#39;t trust you anymore, it&#39;s so disgusting.",1,1,0,0,0,0
amh_train_track_a_01528,"Because of this person, how many people have been slaughtered by Christians and Amars with machetes. How many people have been killed with a club and hanged in the bright sun. Today, when I see such an Amarian speaker and the orthodox people fighting, it is less death for this people.",1,1,0,0,0,0
amh_train_track_a_01529,It&#39;s not like what you&#39;re talking about. Israel&#39;s high-ranking soldiers are dead. You happily talk about Israel&#39;s victory. The death of Israel and its support.,1,1,0,0,0,0
amh_train_track_a_01530,"Whoever are the enemies of Ethiopia, the neighboring countries or the group of Oromo thugs and thugs, everyone should stop and look at the matter with understanding.",0,1,0,0,0,0
amh_train_track_a_01531,This is unfortunate for our special forces and they don&#39;t deserve it.,0,0,0,0,1,0
amh_train_track_a_01532,"Don&#39;t you sleep too? If you want to know this, the tenant of a newly assigned condominium, after 3 years, all of a sudden, a baby sitting on the street.",1,0,0,0,0,0
amh_train_track_a_01533,"O Lord, think of what has happened to us. O God, judge Israel. The campaign to destroy the Tewahedo and the Church is going on. He will receive judgment from God. Let him wipe this barbaric world off the face of the earth.",1,1,0,0,1,0
amh_train_track_a_01534,North Korea&#39;s Kim loaded 20 bulletproof vehicles and entered Russia,0,0,0,0,0,0
amh_train_track_a_01535,"If they declare war this year, they will succeed because the war is between Egypt and the Oromo, and the Oromo will fight alone, and it will be a golden opportunity for us to worship Abi.",0,1,0,0,0,0
amh_train_track_a_01536,"Mferyat&#39;s opinion, I think they have come to the conclusion that the Oromuma must return to the Teng through negotiations to protect the Oromuma with a balance of force, because the Oromuma&#39;s approach of training the A.A, Debbb, Beshangul is dead. What if it&#39;s my imagination? Amhara&#39;s corpse collections are poor for themselves",1,1,0,0,0,0
amh_train_track_a_01537,"Be brave, my sister, Bogo gave you strength. By the way, there is no one as cruel as a woman",0,0,0,0,1,0
amh_train_track_a_01538,"You are a good analyst, you are a good analyst.",0,0,0,1,0,0
amh_train_track_a_01539,I was very surprised when I listened to Jawar&#39;s analysis. There is no one who doesn&#39;t teach us.,0,0,0,1,0,1
amh_train_track_a_01540,"First, is Ethiopia now one? The problem in the country is that we have become a country where people cannot leave and come back in peace.",1,0,1,0,0,0
amh_train_track_a_01541,It is said that children and mothers in Tigray are suffering from severe food shortage,0,0,0,0,1,0
amh_train_track_a_01542,Abi Ahmed is the enemy of the Oromo. You have been here for a long time. It is impossible to say that I do not know the cruelty and killings that Abi is doing here in Hwala.,0,1,0,0,0,0
amh_train_track_a_01543,"Even if he makes a mistake, you won&#39;t even cry",1,1,0,0,0,0
amh_train_track_a_01544,"Who is going to be a woman? He was shocked, until my God. Two are the same",0,0,0,0,0,0
amh_train_track_a_01545,"The report is correct, but in addition, you did not mention the many weapons that were exposed in Gaza yesterday and were captured by the Israeli army. Hamas had stored them in a health center. Just told us The day they say is not that long",0,1,0,0,0,0
amh_train_track_a_01546,"She is racist, let racism disappear from Ethiopia!!! And Ethiopia should follow the line of Mr. Ledetu. She doesn&#39;t deserve it!",1,1,0,0,0,0
amh_train_track_a_01547,"? Don&#39;t be mistaken. God is not trifled with. For whatever a man sows, that shall he also reap. Chapter 67 God&#39;s wrath in Brazil (severe plague); Brazil is sown in the bright sun",0,1,0,0,0,0
amh_train_track_a_01548,How long will the government put up with the people who spread terror by pretending that it was written by someone else? Ethiopia,1,0,0,0,0,0
amh_train_track_a_01549,Who is happy that Gulfem is humiliated today?,0,0,0,1,0,0
amh_train_track_a_01550,"In order to hide the defeat and humiliation of defeating Hamas by invading Iran in a three-month invasion and carrying out the worst genocide, the media has entered into another rumor to spread rumors.",1,1,0,0,0,0
amh_train_track_a_01551,"Tul Tula Drom is the same thing you are doing this year too. It is not helpful to use Amara to do more immoral things. We will not allow you to use Amara to do more immorality. To come to power, Oro-Amara is only for war. Let go of us and keep your husband safe. Arg",1,1,0,0,0,0
amh_train_track_a_01552,Stop childishness and prejudice... when will you mature,1,0,0,0,0,0
amh_train_track_a_01553,They do their job and carry it around with whatever name they want,1,0,0,0,0,0
amh_train_track_a_01554,"Abi Ahmed, the cannibal of Ethiopia, and the creator of war, Abi Ahmed, may your life be shortened.",1,1,0,0,0,0
amh_train_track_a_01555,What a dirty shame you are,1,1,0,0,0,0
amh_train_track_a_01556,It was suggested that the World Food Program may continue the food aid that it has stopped in Ethiopia,0,0,0,0,0,0
amh_train_track_a_01557,"There are people who have written the constitution, not when I wrote it, but because I saw him lying live. And there is nothing surprising. My observation is that not many people read it",0,0,0,0,0,1
amh_train_track_a_01558,"We are used to seeing it before. I saw a strange death. My coat came into the house and there is a drought. They said that this year, when the monsoon stops in your country, are you silent?",0,0,0,0,1,0
amh_train_track_a_01559,Great speeches are not a darts game. Suddenly you hit your target.,1,1,0,0,0,0
amh_train_track_a_01560,"It&#39;s a wonderful work. If you learn and don&#39;t solve a problem, what did you learn? Thank God, I studied until eight. I like what you said.",0,1,0,1,0,0
amh_train_track_a_01561,This kind of prank is not pleasant when there is a child nearby,0,0,0,0,0,0
amh_train_track_a_01562,The counter-claim presented by the defendants of the terrorist crime was rejected by the court,0,0,0,0,0,0
amh_train_track_a_01563,"Hey VOA Amharic, you are trying to cover up the violence of Israel and the innocent children, women, and even those who attack the hospital. Yes, the girl&#39;s death is sad. But the cause of all this is her apartheid regime, when 2 million people of Gaza were imprisoned for ten years. This is coming, and they have never raised a voice. Don&#39;t feel sorry for us.",1,0,0,0,1,0
amh_train_track_a_01564,Your identity crisis does not represent the Amhara people. The people have paid the price for apostates like you,1,1,0,0,0,0
amh_train_track_a_01565,Our leader whom I respect and love so much has shocked my Ethiopia again... I am also very scared... but why???😢😢😢😢😞😞😞🇪🇹🇪🇹🇪🇹,0,0,1,0,0,0
amh_train_track_a_01566,"Father, may God protect you, because you believe that all Ethiopians deserve a quality life. This cannot be an accidental personality. By coordinating sincere Ethiopians like Mr. Yonas, you have made a positive impact on the lives of citizens in such a meaningful way.",0,0,0,1,0,0
amh_train_track_a_01567,"😁😁😁 We are hybrids, we don&#39;t know where we came from, that&#39;s why we are called hybrids, it&#39;s not good for the country or the people.",0,0,0,0,0,0
amh_train_track_a_01568,"Even if you die, it is like a donkey to accompany you to dinner",0,1,0,0,0,0
amh_train_track_a_01569,This is what always amazes me. It is very painful for those who are not in the era of the full-hearted patriot.,1,0,0,0,1,0
amh_train_track_a_01570,It has been suggested that Kim Jong Un&#39;s daughter may be his successor,0,0,0,0,0,0
amh_train_track_a_01571,Russia opens its embassy in Burkina Faso after 30 years,0,0,0,0,0,0
amh_train_track_a_01572,"If everyone asks for their rights without fear, no stupid dictator will succeed us and defeat us. Stand up for your rights because it is my right! !",1,0,0,0,0,0
amh_train_track_a_01573,Venezuela ordered the EU ambassador to leave the country,0,0,0,0,0,0
amh_train_track_a_01574,"Mr. Wadmu, I used to love and respect you very much, but today I am very disappointed because it is said that race is a matter of race.",0,1,0,0,1,0
amh_train_track_a_01575,"It would be better if the government did not shed the blood of innocent people for its own sake, because we will leave it tomorrow unless it is negotiated. War has never been defeated by war.",1,0,0,0,1,0
amh_train_track_a_01576,"You guys are so scared right now that every time there is a secondary level of self-love, you talk about it, you don&#39;t represent anyone, you don&#39;t care, you horrible old man.",0,1,0,0,0,0
amh_train_track_a_01577,"May your soul rest in peace, my father, this is why we worry a lot and run a lot. We leave our house thinking that one day we will come back.",0,0,0,0,1,0
amh_train_track_a_01578,He entered into a war to clear the obstacle and return to his main focus.,1,0,0,0,0,0
amh_train_track_a_01579,"Ethiopian Airlines, which is supposed to pay 95 million dollars, said that 180 million dollars have been seized",0,0,0,0,0,0
amh_train_track_a_01580,It became a topic of conversation that Biden called Egypt&#39;s El Sisi the president of Mexico,0,0,0,0,0,0
amh_train_track_a_01581,The thing that no one says is a prank.,0,0,0,0,0,1
amh_train_track_a_01582,Israel is an invader and a killer of children: victory for the Palestinians!!!,1,1,0,0,0,0
amh_train_track_a_01583,"I didn&#39;t hear the whole story, but I was surprised that a person can&#39;t follow whatever faith he wants. Faith is personal. Everyone knows what he wants to save. He is the one who is asked in his work. Why don&#39;t they keep quiet?",1,0,0,0,0,1
amh_train_track_a_01584,"Abay TV, your news is very interesting, but it is very short. Please prepare a full hour for news.",0,0,0,1,0,0
amh_train_track_a_01585,"The church has a good chance in her hand. After this, there is no individual in the government.",1,0,0,0,0,0
amh_train_track_a_01586,What does Worenoch have to do with religion? I support the good things that happen to my country. I would like to work together with Eritrea.,1,0,0,1,0,0
amh_train_track_a_01587,We are happy to see the Jaguars graduating!,0,0,0,1,0,0
amh_train_track_a_01588,Delete this video! This promotion of Demons&#39; Purpose! It is a very dangerous approach. Stop business in the name of Amhara people!,1,0,0,0,0,0
amh_train_track_a_01589,The children you reduced to ashes and your mother&#39;s tears will destroy this Jewish country and victory for Palestine.,1,1,0,0,0,0
amh_train_track_a_01590,Why are some still suffering from covid as it is happening all over the world?,0,0,0,0,0,0
amh_train_track_a_01591,"You will change your decision to Araxys Vandal, or you will defile your blood and flesh in the holy world or the wrath of the one who does not turn prisoners.",0,0,0,0,0,0
amh_train_track_a_01592,"May God bless you, the truth always wins. It has been 50 years since we were killed. It is known that we are living with suffering. We are the first tasters of the Oromo&#39;s death.",0,1,0,0,0,0
amh_train_track_a_01593,"You are a fat fool, like your uncles, you are always seen as a spear",1,1,0,0,0,0
amh_train_track_a_01594,"I met Gash Taddios today at the federal high-profile criminal court, I said hello and talked to him for a few minutes. I saw amazing strength of spirit and body",0,0,0,1,0,1
amh_train_track_a_01595,"I don&#39;t have a problem with your flag, but anyone can use this flag, but if our grandfathers, Abdisa Aga, Abichu of Salale, Jagma Kelo, and others who fought for Oromo freedom, General Wako Gutu, Tadese Buru and others who fought for Oromo freedom, would they know if they saw this flag now???🙄🙄🙄",1,0,0,0,0,0
amh_train_track_a_01596,"You responded to your comments and criticisms in a polite manner. Thank you for that. There was something missing. Seeing the audience&#39;s comments and replying is to follow the professional ethics of journalism. In the rest of the world, your political view is amazing. You know how independent they are",0,0,0,1,0,0
amh_train_track_a_01597,"Oh, you bastard, let him eat you, it&#39;s for praise, you&#39;re going for adultery, you don&#39;t know your purpose in the first place, it&#39;s not him, it&#39;s you, it&#39;s not him, it says divorce, divorced and married are adulterers. Take note Stop and notice the true gospel",1,1,0,0,0,0
amh_train_track_a_01598,Why is it today that Somaliland was created 33 years ago?,1,0,0,0,0,0
amh_train_track_a_01599,The American rescuer who killed his lover escaped from Kenyan police custody,0,0,0,0,0,0
amh_train_track_a_01600,"It&#39;s not easy to end up being hurt. Even if it hurts in Adunya, it&#39;s good in Ahira",0,0,0,0,1,0
amh_train_track_a_01601,America admits to sending a drone in the sky of Gaza,0,0,0,0,0,0
amh_train_track_a_01602,Who is Ato Getachew Reda who was appointed as the interim head of Tigray?,0,0,0,0,0,0
amh_train_track_a_01603,"27 years ago, the TPLFs have denied this word and it is painful that it continues to worsen. Our country is saddened.",0,0,0,0,1,0
amh_train_track_a_01604,Not distinguishing between poverty and culture! Very serious confusion,0,0,1,0,0,0
amh_train_track_a_01605,It is better for you to cry than to suffer like this.,0,0,0,0,1,0
amh_train_track_a_01606,Beshasha made a wonderful professional foul today! But the foul was unexpected!,0,1,0,0,0,1
amh_train_track_a_01607,"I thought the Israelis were wise, but they are fools. Let&#39;s say they destroy Hamas. I have no doubt that another Hamas will not be born, or another worse Hamas will be born.",1,0,0,0,0,0
amh_train_track_a_01608,"Your current statement was good, but with one head, you touched my tongue",0,0,0,0,0,0
amh_train_track_a_01609,"Suna, shut up, wanaf, TPLF, whether it is Fano or South Ethiopia, the struggle is to throw the laws into the trash and bring back the original provinces.",1,1,0,0,0,0
amh_train_track_a_01610,"The prayer you put in your profile entry tried to make you look spiritual, but from the fruit of your mouth you realized who you are, you are a fake wolf in sheep&#39;s clothing.",0,1,0,0,0,0
amh_train_track_a_01611,I have succeeded in the name of Bayesus.,0,0,0,1,0,0
amh_train_track_a_01612,"It is very surprising that extremist books wear religious robes and trade in gurgae, ban gala cattle. When they were saying that they were defecating with their mouths, he was freed after saying that he had enough",1,1,0,0,0,0
amh_train_track_a_01613,Amen Amen Amen Amen Amen 😭🙏🙏🙏,0,0,0,1,0,0
amh_train_track_a_01614,Israel announced that a video from the scene showed that the hostages were taken to a hospital in Gaza,0,0,0,0,0,0
amh_train_track_a_01615,"? To all the followers of the Christian faith, bring them to light and resurrection in peace! Woye Truck Transport wishes you a peaceful and loving holiday. Good year",0,0,0,1,0,0
amh_train_track_a_01616,Is it good to tax Raya beer?,0,1,0,0,0,0
amh_train_track_a_01617,Breaking News Yoni Magna Now here is something surprising with concrete evidence 18 April 2023 via,0,0,0,0,0,0
amh_train_track_a_01618,It is a very sad story. You are required to arrange for the journalist to undergo treatment first.,0,0,0,0,1,0
amh_train_track_a_01619,I can&#39;t pass without appreciating your efforts to not be a loser. Why did she even block you? Why did she get angry with you and keep quiet?,0,0,0,1,0,0
amh_train_track_a_01620,Ant Zer does not give up on the people. You are inconsiderate. You are a moving corpse without personality. What do you know about the people? You should be silent.,1,1,0,0,0,0
amh_train_track_a_01621,"What kind of suffering is it? They paid 10 million and received it at home, not from the author, but from myself.",0,0,0,0,1,0
amh_train_track_a_01622,We have not heard that the lying countries are saying that the war will stop once,0,1,0,0,0,0
amh_train_track_a_01623,"Pastor Benny, we heard your interview, Pastor Sofonias, but to begin with, it is sad that you compare yourself to the Holy Virgin Mary, don&#39;t you understand, Virgin Mary enlightens your mind!",0,0,0,0,1,0
amh_train_track_a_01624,"What I am confused about is Habtamuna and Ermias, are you a journalist? It seems that the analysis deviates from professional ethics and there is a lot of personal hatred.",1,1,0,0,0,0
amh_train_track_a_01625,"This work should be done in different parts of the country. For example, Shwarobit has many shishabets. He must work hard.",0,0,0,0,0,0
amh_train_track_a_01626,"To the crisis we have reached now, Jowar has to contribute to the crisis we have reached, whether it is more or less.",1,0,0,0,0,0
amh_train_track_a_01627,"Montish Ahmed is to thank the Creator for what we have. How many of our sisters have gone out and did not come back. How many are suffering because of their health. Migration is not because of me when I migrated, but because I migrated to live a better life. My mother, who raised me, is washing clothes at home. It is thanks to the Creator",0,0,0,1,0,0
amh_train_track_a_01628,"I am a Muslim, but this father is a very good speech. I respect him very much.",0,0,0,1,0,0
amh_train_track_a_01629,I am afraid that Abi Tos will not let our country down,0,1,1,0,0,0
amh_train_track_a_01630,"This man is Tultula, he is denying what is seen",0,1,0,0,0,0
amh_train_track_a_01631,"It is a blessing to have a woman like this, because she is a brave woman who lives by herself, because often in our country, a woman who wears a full dress and a silent layer speaks for herself, but if we pay attention, a woman who has no problem with marriage or a husband, who respects the man she loves very much in her marriage, and who never compromises with him. She is stubborn if people don&#39;t trust her But because she is faithful to Raሧ, she trusts him for the sake of her family",0,0,0,1,0,0
amh_train_track_a_01632,"Of course love wins. He wins when his advantage is protected. marriage Work, military, and all without protection, love alone won&#39;t win. Love is emotional. Benefit is fundamental. polite",0,0,0,0,0,0
amh_train_track_a_01633,We understand that he was saying what appeared to me suddenly in a vision. Our church has reached here in spite of Oromuma supporters and all the government.,1,0,0,0,0,0
amh_train_track_a_01634,The age of lies is now the time for jokes,0,0,0,0,0,0
amh_train_track_a_01635,🇵🇸🇵🇸❤️❤️❤️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇼 🇵️,1,1,0,0,0,0
amh_train_track_a_01636,"He is an amazing advanced man! There is another one, and there is Italy. I will post it another time. Abi is shocked and upset. He stopped this drama. Do you want to see yourself on Sunday?",0,1,0,0,0,1
amh_train_track_a_01637,"You can, it&#39;s possible, it&#39;s because of jealousy or incompetence that I don&#39;t appreciate it, but I&#39;m sorry if you suddenly have the opposite.",0,0,0,1,0,0
amh_train_track_a_01638,The so-called rich countries in the world got rid of poverty because they got rid of bad stories and used good stories for the development and change of the country. And the leading Adv,0,0,0,0,0,0
amh_train_track_a_01639,"Daruye, when I love you, how happy it would be if you always provided the news",0,0,0,1,0,0
amh_train_track_a_01640,"The pride that swallows us is a manifestation of ignorance, my sister, but you should not forget that when the question is raised, it will bring something worse.",1,0,0,0,0,0
amh_train_track_a_01641,"The spread of bird disease to new countries is said to pose a threat to poultry farming. The disease is said to have occurred in North and South America, Europe, Asia and Africa.",0,0,0,0,0,0
amh_train_track_a_01642,Africa Cup of Nations: Mali and South Africa joined the quarter-finals after Morocco was dismissed,0,0,0,0,0,0
amh_train_track_a_01643,"We always see that you have many people who have the ability to help, and I can&#39;t thank you enough for the good work you are doing. The injustice that this young girl went through is very touching. I have no doubt that a human being would think about the injustice that this girl went through if it was my son. Investors find one is a pillar of the other",0,0,0,1,1,0
amh_train_track_a_01644,What kind of cruelty is the creator,0,0,0,0,1,0
amh_train_track_a_01645,A South African who was giving medical advice on Tik Tok was accused,0,0,0,0,0,0
amh_train_track_a_01646,You have no other news to do...it&#39;s a shame,1,1,0,0,0,0
amh_train_track_a_01647,I can hear Baba&#39;s laughter 😥😥😥,0,0,0,1,0,0
amh_train_track_a_01648,"At least they eat and spend the night. Yours is because of betrayal. There is nothing worse than denying a parent. If there are no thin lines that a man cannot cross, he is an animal.",1,1,0,0,0,0
amh_train_track_a_01649,"On the other hand, when you say you don&#39;t accept Eritrea as a country, you have made it clear the hidden agenda of the HHWAT, when you took Wolkait without violence by deceiving the greedy officials of Amhara, one of your agenda was to hold the Eritrean people captive and weaken them, to seize them by force and then to separate from Ethiopia. I don&#39;t believe you",1,0,0,0,0,0
amh_train_track_a_01650,"They indicated that. The illegitimacy of the organization of regional special forces, the perception of each other as a threat between the regions, and the movement to solve problems by force are the reasons for the organization.",0,0,0,0,0,0
amh_train_track_a_01651,May you be the poison creator of mother&#39;s cruelty,1,0,0,0,1,0
amh_train_track_a_01652,"Mert is happy in the end, thank you. Don&#39;t give up hope if you are tested in your life.",0,0,0,1,0,0
amh_train_track_a_01653,Let&#39;s learn to think honestly and let insults and hatred stay away from us,0,0,0,0,0,0
amh_train_track_a_01654,"Amare, who are they calling you now? You say that you are concerned about the Somali government, the conspiracy-mongering OLB government that calls you the special interest of the Oromo in Addis Ababa, the racist government that is the fel estate, you better say that it is ours.",0,1,0,0,0,0
amh_train_track_a_01655,"Victory to the Israelis 🇮🇱 Death to the terrorists, the bloodthirsty fanatics, the rabbis ⚔️",0,1,0,0,0,0
amh_train_track_a_01656,"What does intercession mean? What does high priesthood mean? Try to see the truth calmly without being emotional. See Hebrews 9:26-28. The reason is that if you do not understand Christ&#39;s intercession, you will not be saved. Or you will lose the value of your sin, whether you know it or not.",0,0,0,0,0,0
amh_train_track_a_01657,"Prisoner of history, your story is black, you never have a good story, cattle, we will not get rid of you.",1,1,0,0,0,0
amh_train_track_a_01658,What does an honorary doctorate mean?,0,0,0,0,0,0
amh_train_track_a_01659,A BBC investigation has revealed that the United Arab Emirates is funding political assassinations in Yemen,0,0,0,0,0,0
amh_train_track_a_01660,The ruling Prosperity Party said the country &quot;is facing a multi-faceted problem of theft&quot;.,0,0,0,0,0,0
amh_train_track_a_01661,"Gehte&#39;s album, &quot;You don&#39;t like me, Bande&quot; is an amazing experiment. If it&#39;s comfortable for your ears, it may not be comfortable for you. Give space from your heart and listen to the depth of the lyrics.",0,0,0,1,0,0
amh_train_track_a_01662,I&#39;m afraid you won&#39;t give all of us my life without confirming your existence and freedom.,0,0,1,0,0,0
amh_train_track_a_01663,"The American delegation, which includes senior foreign officials, will enter Addis Ababa on Monday",0,0,0,0,0,0
amh_train_track_a_01664,The fathers of Fishfus didn&#39;t stand as they should stand for the flock and the statement that came out is for Fsfus. May their blessings be upon us and God will raise up fathers like Abune Lukyal who correct them.,1,0,0,0,1,0
amh_train_track_a_01665,Congo: Measles epidemic in which more than 6 thousand people died,0,0,0,0,1,0
amh_train_track_a_01666,Why arrest the minister of Ghana who said he was robbed?,0,0,0,0,0,0
amh_train_track_a_01667,"When you see him, he soon touches the untouchable. Earthly happiness is temporary, but not forever. To not see the eternal happiness of heaven is ignorance. A thorn in the mud.",1,1,0,0,0,0
amh_train_track_a_01668,"The book of Amharic idioms translates as he begged for forgiveness, he begged for forgiveness, he was sorry for the damage he had done, he begged for forgiveness, he begged to be forgotten. The renegade and tyrannical TPLF did not ask for forgiveness for his crime",0,1,0,0,0,0
amh_train_track_a_01669,Stop laughing at religion! The main reason for the collapse of the Derg is because of its hatred of religion. The people who were led by Hwahat also defamed religion,1,0,0,0,0,0
amh_train_track_a_01670,Is there anyone who has made the change more difficult than Jawar? Who declared war on the people in the media while claiming that a unitary system has come?,1,1,0,0,0,0
amh_train_track_a_01671,"Irmi big man. Let us all take responsibility for this crisis. Yes, things have come to an end. But you, Irmi, are full of hatred for the truth and say that the truth should be eliminated as a terrorist group. If we had said that all the groups should talk like it was from the beginning, things would not have come to such an end. As a group, as a leader, Huhat has made its own historical events, such as the Derg",1,0,0,0,0,0
amh_train_track_a_01672,The defense that failed to recover the land that you claim to be captured by Sudan is not as strong as you believe.,1,1,0,0,0,0
amh_train_track_a_01673,"A whore is your imagination, you don&#39;t marry someone who gives you free",0,1,0,0,0,0
amh_train_track_a_01674,"The veteran Ethiopian Smetru journalist, Amalneh Wase, does not want to say anything about the country&#39;s affairs out of fear or jealousy.",0,0,0,0,0,0
amh_train_track_a_01675,"Hey EBC, when we were expecting you to improve, you just put up the building on Shegole and started filling us with nonsense? Tell me if Biden&#39;s dog is kicked out of the palace or not. Tell me if there is anything to add to our people.",1,1,0,0,0,0
amh_train_track_a_01676,The oldest member of the American Council was accused of accepting bribes to support the Egyptian government,0,0,0,0,0,0
